Q1000078	Moravská Třebová
Q515356	Hinterzarten
Q51537	Mike Nichols
Q515425	Club Deportivo Magallanes
Q515470	Oppenau
Q515637	Waldenbuch
Q515763	Waidhaus
Q515800	Berghaupten
Q515815	Pierino Prati
Q515907	Freihung
Q515958	Schlüsselfeld
Q515979	András Flumbort
Q516192	Franck Sauzée
Q516289	Eggenthal
Q516301	Mengkofen
Q516336	Södertälje Municipality
Q516654	Navaleno
Q516722	Victor Ferreyra
Q516846	Elaine Fuchs
Q516880	Febian Brandy
Q516898	André Bahia
Q517260	Königsberg in Bayern
Q517302	Dejan Milovanović
Q5175208	Costume Designers Guild Award for Best Costume Design – Contemporary TV Series
Q517604	Josep Escolà
Q517701	André Castro
Q517704	Juan Manuel Asensi
Q517854	Valery Popov
Q517878	Raffaele Di Fusco
Q517924	Breitenberg
Q518043	Ronnie Wallwork
Q518166	Polideportivo Ejido
Q518462	Omar Jawo
Q518592	Richard Sukuta-Pasu
Q518675	Screen Actors Guild Award for Outstanding Performance by a Cast in a Motion Picture
Q5187078	Croatia national under-20 football team
Q518772	Hohenburg
Q518815	Kapyĺ District
Q519178	Gianluca Luppi
Q519281	Ballrechten-Dottingen
Q5195495	Minister of Economy and Finance of Peru
Q519625	Luciano Zauri
Q519701	Castilforte
Q51974	Hamburger SV
Q51976	SV Werder Bremen
Q519900	Bettino Ricasoli
Q520207	Diyarbakırspor
Q520287	La Estrella
Q520834	Etzelwang
Q5208530	Dagger in the Library
Q520863	Mirte Roelvink
Q520870	Hiltenfingen
Q520984	Santa Eufemia del Barco
Q521178	Daniel Ekedo
Q521215	Falkenstein
Q521340	Jan Králík
Q521345	Jaouad Zairi
Q521356	Rottenacker
Q521558	André Marques
Q521913	Camilo Romero
Q522283	Red Star F.C.
Q522404	Albbruck
Q522514	Danny Mwanga
Q522566	Brasiliense Futebol Clube
Q522718	Yiğit İncedemir
Q522726	Guillermo Vázquez
Q522986	Joonas Kolkka
Q523048	Harald Nickel
Q523074	Marcelo Tejera
Q523144	André Téchiné
Q523246	Evandro Brandão
Q523392	Jupp Derwall
Q523428	Los Santos
Q523434	André Wiwerink
Q523604	Araken Patusca
Q523673	San Esteban del Valle
Q523774	Oímbra
Q523926	Royal Academy of Dramatic Art
Q523956	Auerbach in der Oberpfalz
Q523971	Jonathan Hivert
Q524077	Angela Constance
Q524134	Andrés valor
Q524150	Andrés Fleurquin
Q524332	Eduardo Vilches
Q5243445	Daytime Emmy Award for Outstanding Drama Series Writing Team
Q5243449	Daytime Emmy Award for Outstanding Supporting Actor in a Drama Series
Q5243451	Daytime Emmy Award for Outstanding Supporting Actress in a Drama Series
Q5243456	Daytime Emmy Award for Outstanding Younger Actor in a Drama Series
Q5243457	Daytime Emmy Award for Outstanding Younger Actress in a Drama Series
Q524378	SG Wattenscheid 09
Q524603	Graben
Q524615	Osvaldo Bagnoli
Q524619	Servet Uzunlar
Q524660	Oberaudorf
Q524820	Atienza
Q525057	Gerald Sibon
Q525124	Fornelos de Montes
Q525215	Nicolae Mitea
Q525228	Krasimir Dimitrov
Q525353	Nová Sídla
Q525400	Kenneth Perez
Q525455	Beceite
Q525568	Loučka
Q525582	Dušan Vasiljević
Q525731	Ivan Cheparinov
Q525824	Rothenbuch
Q525884	Lev Alburt
Q525927	Andy Gray
Q525931	Burgsalach
Q525992	Waffenbrunn
Q525994	Nebřehovice
Q5261043	Deputy Leader of the Labour Party
Q526178	The Age of Bronze
Q526197	Ensdorf
Q526213	Egenhausen
Q52622	Gátova
Q526233	Dmitri Alenichev
Q526439	Castejón de Monegros
Q526567	Paddy John
Q526714	Andy Melville
Q526887	Dešenice
Q527005	Julie Rydahl Bukh
Q527482	Andy Schmid
Q527508	Radek Šírl
Q527550	Jorge Jesus
Q527594	Rodrigo Fabri
Q527642	Uhldingen-Mühlhofen
Q527691	Andy Sinton
Q527724	Lilla Sipos
Q527737	Pedro Benítez
Q527845	Franck Songo'o
Q527899	Andy Townsend
Q527913	Beata Kądziołka
Q527947	Canon Yaoundé
Q5280670	Directors Guild of America Award for Outstanding Directing – Comedy Series
Q5280672	Directors Guild of America Award for Outstanding Directing – Daytime Serials
Q5280674	Directors Guild of America Award for Outstanding Directing – Drama Series
Q5280675	Directors Guild of America Award for Outstanding Directing – Feature Film
Q528207	Christopher Ohen
Q528385	Søren Skov
Q528478	Beniamino Abate
Q528582	Matteo Abbate
Q528590	Ewerthon
Q528715	Neufahrn in Niederbayern
Q529013	James McCarthy
Q529023	Rettenberg
Q529099	Weilen unter den Rinnen
Q529127	Mühlheim an der Donau
Q529207	Ronaldo
Q529234	Gunningen
Q529241	Aldo Maldera
Q529343	Anestis Agritis
Q52942	Lech Poznań
Q529556	Ulrich Borowka
Q529647	Paolo Tornaghi
Q529676	Nukri Revishvili
Q529678	Marvin Matip
Q52981	Faenza
Q529815	Fabian Johnson
Q529965	Stefan Majewski
Q530119	Marcel Domergue
Q530124	Order of Culture
Q530204	Božetín
Q530297	Niko Bungert
Q530299	Aylin Yaren
Q530387	Claudiu Bumba
Q53050	Francesco Rosi
Q530525	Bischberg
Q5305704	Drama Desk Award for Outstanding Actress in a Play
Q5305717	Drama Desk Award for Outstanding Music
Q5305719	Drama Desk Award for Outstanding Musical
Q530590	Giuseppe Furino
Q530620	Dietmar Beiersdorfer
Q53072	Maddela
Q53081	Baler
Q53083	
Q53084	Dilasag
Q530844	Atsuhiro Miura
Q531137	Braulio Nóbrega
Q531248	Melvin Platje
Q531471	Chancellor of the Exchequer
Q531538	Libochovany
Q531576	Përparim Hetemaj
Q531899	Werd
Q532224	Viktor Brovchenko
Q532393	Borislav Mikhailov
Q532438	Kiatisuk Senamuang
Q532622	Ruppertshofen
Q532623	Fuchsmühl
Q532888	Mézières-sur-Issoire
Q533007	Elzo Coelho
Q533255	Fontaine-Guérin
Q533277	Almonaster la Real
Q5337	Orenburg
Q533727	Massimo Donati
Q533812	Route nationale 112
Q533832	Rhys Murphy
Q533866	Pierre Granier-Deferre
Q533957	Geoff Horsfield
Q533995	Unterwaldhausen
Q534007	Maspujols
Q534033	Marcin Baszczyński
Q534178	Francisco Rufete
Q534202	Breitnau
Q534293	Höpfingen
Q534562	Hombrados
Q534687	Paulo Santos
Q535050	Vratislav Greško
Q535142	Delio Onnis
Q535267	Geislingen
Q535280	Yury Vasilyevich Malyshev
Q535558	Rıfat Bağırov
Q535594	Angelo Barletta
Q535991	Vlkava
Q536056	Javůrek
Q536096	Edmilson Carlos Abel
Q536152	Ajamil
Q536160	Takis Fyssas
Q536409	Maciej Murawski
Q536448	Stödtlen
Q53666	Isael da Silva Barbosa
Q536760	Sergejs Kožans
Q536773	Besart Berisha
Q536867	Antoni Ramallets
Q536906	Borkovice
Q536934	Konstantin Chernyshov
Q537111	Karl Decker
Q53747	Göran Persson
Q537516	Nicky Adler
Q537519	Friedrich Martens
Q537551	Revazi Barabadze
Q537604	Falset
Q537729	Billigheim
Q537783	Paul Mariner
Q537799	Brezina
Q537946	EF Education-Tibco-SVB
Q538030	Valdevacas y Guijar
Q538073	Dénes Rósa
Q538311	Hugo Rubio
Q538492	Jakub Świerczok
Q538521	Nick De Santis
Q538643	Rutesheim
Q538672	Dürnau
Q538794	Stefano Borgonovo
Q538875	George Țucudean
Q538878	Nathan Kabasele
Q538897	Ignasi Miquel
Q538915	Mjölby
Q539058	Cristian Bălgrădean
Q539102	Straky
Q539125	Marius Lăcătuș
Q539254	Heiko Scholz
Q539649	Goran Lozanovski
Q539741	Schwendi
Q539754	Kirchardt
Q539964	Abdelkrim El Hadrioui
Q540160	Club Atletic Oradea
Q540277	Hyenville
Q540463	Ian Callaghan
Q540583	Neenstetten
Q540847	Mary O'Rourke
Q540888	Christian Núñez
Q541152	Yacine Qasmi
Q5412594	Jameson People's Choice Award for Best Actress
Q541302	Monreal del Llano
Q541305	Salomėja Zaksaitė
Q541327	Ivan Cvetković
Q541606	Fuendejalón
Q541744	Red Bull Bragantino
Q541784	Giuliano Giuliani
Q541872	Aleandro Rosi
Q542228	Rairiz de Veiga
Q542311	Paulo Garcés
Q542395	René Marsiglia
Q542399	Kronau
Q542485	Gregg Wylde
Q542646	Segura de Toro
Q542659	Karlsbad
Q542826	Drarga
Q542861	Eisingen
Q542893	Mysločovice
Q542921	Vaterstetten
Q542936	El Real de San Vicente
Q542985	Róbert Ruck
Q543022	Philipp Bönig
Q543153	Miguel Esteban
Q543156	Charles Kwabla Akonnor
Q543729	MTV Video Music Award for Best Group
Q543804	German Academy of Sciences Leopoldina
Q543842	South Korea men's national football team
Q543892	Antti Tuuri
Q543897	Carcedo de Burgos
Q543951	José Manuel Moreno
Q543960	Carataunas
Q544089	Sarah Boyack
Q544445	Angus Eve
Q544453	Perštejn
Q544576	Sergei Podpaly
Q544714	Mehmet Yozgatlı
Q5449100	Filmfare Award for Best Music Director – Tamil
Q5449647	Financial Secretary to the Treasury
Q54527	Billie Jean King
Q545371	Au am Rhein
Q545852	Ugíjar
Q545969	Víctor Torres Mestre
Q546937	Desojo
Q547049	Unteregg
Q547198	Zlatko Klarić
Q547260	Predrag Spasić
Q547296	Joel Robles
Q54752	Boo
Q547598	Roussay
Q547625	Daniel Baier
Q54764	Västervik
Q547755	Husí Lhota
Q547867	National and Kapodistrian University of Athens
Q548015	Route nationale 113
Q548041	Christos Ardizoglou
Q548088	Heinrich Mann Prize
Q548102	Matteo Paro
Q548269	Chinesinho
Q548389	BAFTA Award for Best Actor in a Supporting Role
Q548484	Marco Caligiuri
Q548526	Mokošín
Q548717	Hodice
Q548804	Fuente de Santa Cruz
Q549073	Raitenbuch
Q54945	Hannes Alfvén
Q549566	Torben Hoffmann
Q549584	Bojan Brnović
Q549848	Mario Tokić
Q54988	FC Baku
Q549884	Hugo Award for Best Novella
Q549900	Velilla de Cinca
Q549921	Dani Hernández
Q549949	Palomas
Q55	Netherlands
Q55004	Kurt Weill
Q550352	Jeremías Caggiano
Q550582	Kolbingen
Q550649	Bietigheim
Q550664	Alicún de Ortega
Q550682	Obernheim
Q550773	Schechingen
Q550786	Frittlingen
Q550935	Mert Erdoğan
Q550986	Malterdingen
Q551265	Kevin Schindler
Q551661	Vasily Degtyaryov
Q55171	Pedro Almodóvar
Q55198	Oleksandr Dovzhenko
Q552068	Danny Fuchs
Q552122	Königstein
Q552240	Schefflenz
Q552248	Sammy McIlroy
Q552257	Türkheim
Q552401	Gábor Babos
Q552478	Branko Grahovac
Q552523	Mellrichstadt
Q552524	Ahmet Delić
Q552710	Dmitri Kharine
Q552823	Djalma Campos
Q552827	Nikola Žižić
Q552834	Hair Zeqiri
Q552840	Stephen Ahorlu
Q552870	Dragan Mrđa
Q552976	Wojciech Łobodziński
Q5530642	Gemini Award for Best Performance by an Actress in a Continuing Leading Dramatic Role
Q553382	Graham Alexander
Q553615	Léo Itaperuna
Q553683	Taku Miki
Q553696	John Rooney
Q553738	Kaarel Kiidron
Q55400	Hayao Miyazaki
Q554018	Louis Leprince-Ringuet
Q554035	Salvador Cabrera
Q554053	Issey Nakajima-Farran
Q554088	Savaş Yılmaz
Q554111	Gao Ning
Q554125	Ali Bouafia
Q554225	Calicasas
Q554238	Benamaurel
Q554239	Tim Brown
Q554275	Bérchules
Q55431	Wong Kar-wai
Q554505	Bogdan Mara
Q554800	Jos Hooiveld
Q554805	Cájar
Q55482	Guadalix de la Sierra
Q55486	Navalafuente
Q554928	Javi Moreno
Q555232	Pendyala Harikrishna
Q555392	Albert Meyong
Q555424	Olga Alexandrova
Q55546	Carranglan
Q555595	Mixu Paatelainen
Q555913	Castril
Q556057	Bálint Bajner
Q556128	Ali Kuçik
Q556169	Jason Brown
Q556512	Sergei Shvetsov
Q556570	Ankaraspor
Q556644	Jonathan Groff
Q557329	James Troisi
Q557450	docking and berthing of spacecraft
Q557718	Salem
Q557734	Wain
Q557779	Wilhelmsdorf
Q557854	Edgaras Česnauskis
Q557966	Colomera
Q558041	Thorsten Fink
Q558647	Mike Moore
Q558745	Alfred Riedl
Q558944	Yasuhiko Okudera
Q558955	Julio César Baldivieso
Q559040	Jean-Yves Le Drian
Q559105	Michael Maze
Q559144	Alpera
Q559216	Alborea
Q559221	Albatana
Q5593	Pablo Picasso
Q5593789	Grammy Award for Best Country Song
Q5593802	Grammy Award for Best Female Country Vocal Performance
Q5593805	Grammy Award for Best Gospel Choir or Chorus Album
Q5593817	Grammy Award for Best Arrangement, Instrumental and Vocals
Q5593916	Grammy Trustees Award
Q560110	Anna Burtasova
Q560116	Oliver Barth
Q56016	Katharine Hepburn
Q560286	Mark Gatiss
Q560404	Georges Urbain
Q560603	Klodian Duro
Q560612	Edmond Kapllani
Q560839	Samuel Goudsmit
Q560930	Paavo Väyrynen
Q561376	Virginijus Baltušnikas
Q561402	Oscar Ortiz
Q561553	Rolan Gusev
Q561563	Anna Laue
Q561752	Yulii Khariton
Q561837	Mauricio Macri
Q561897	Dennis Diekmeier
Q56190	Carol V. Robinson
Q562184	Xie Jin
Q562190	Roberto Canella
Q562409	Jan Urban
Q562637	Borja Fernández
Q5627	Ulyanovsk
Q562725	Cristian Hidalgo
Q562731	Kepa Blanco
Q563660	Einar Jan Aas
Q5644342	Hamburger SV II
Q5645566	Hammarby IF
Q56471	San Clemente
Q564768	Alfacar
Q56561	Castillejos
Q56572	Masinloc
Q566127	Uwe Rösler
Q566359	Annemarie Sylvia Meier
Q566603	Loitzendorf
Q566862	Wolfgang Funkel
Q566889	order
Q567324	Mehmet Dragusha
Q567492	Liebig Medal
Q567642	Robert Snodgrass
Q567654	Jürgen Groh
Q568042	Archil Arveladze
Q568276	Bonner SC
Q568355	Radětice
Q5685	Anton Chekhov
Q569028	Leon Cort
Q569502	Forst
Q569665	Anselmo
Q569875	Zoran Šupić
Q57006	Emmerich am Rhein
Q570109	Mbark Boussoufa
Q570228	Békéscsaba 1912 Előre SE
Q570484	Ansó
Q570627	Macinec
Q570630	Truskovice
Q57078	Adolf von Baeyer
Q570825	Fin Bartels
Q5708511	President of Peru
Q570936	Macotera
Q57103	Karl Weierstraß
Q57120	Peter Grünberg
Q57142	Timo Hildebrand
Q571553	SV Babelsberg 03
Q571585	Peter Jánošík
Q571639	Ante Čović
Q571691	Arnulf Øverland
Q57183	Matthias Sammer
Q5721	
Q572419	Mühlhausen
Q572442	Ernest Nys
Q572443	Schallstadt
Q572526	FK Dukla Banská Bystrica
Q572957	Club Alianza Lima
Q57312	Peter Weiss
Q573140	Morašice
Q573312	Kevin Vogt
Q573323	Anthony Hamilton
Q573335	Heinz Müller
Q573457	Craig Fagan
Q573642	Kelč
Q57384	Wernher von Braun
Q574065	Les Rotours
Q57410	Shimon Peres
Q574197	Mutlangen
Q574203	Leinzell
Q574223	Obergröningen
Q574269	Böbingen an der Rems
Q574305	Navarrés
Q574366	Casas de Juan Núñez
Q574369	Bienservida
Q574658	Haibach
Q574712	Derio
Q574810	Henry Eyring
Q574869	Pedrola
Q574948	Aleksandr Kirov
Q574951	Orihuela del Tremedal
Q575217	Dawn Primarolo
Q575235	Grațian Sepi
Q575370	San Jose Earthquakes
Q575382	Alan Judge
Q575718	Corral-Rubio
Q575722	Cotillas
Q575731	Hodíškov
Q575809	Benasque
Q575811	Cenizate
Q575893	Chinchilla de Montearagón
Q576245	Kyle Lightbourne
Q576285	Albacete Balompié
Q576434	Prix de Rome
Q576614	Luis Aragonés
Q576688	Artur Krysiak
Q576742	Kalinikos Kreanga
Q576885	IEEE Morris N. Liebmann Memorial Award
Q577142	Mehdi Rahmati
Q577187	Radosław Majewski
Q577282	Mirošov
Q577348	Těšovice
Q577361	Merboltice
Q57747	Timo Boll
Q57751	Jérôme Cahuzac
Q577522	Rudolf Weigl
Q5775768	Cosenza Calcio 1914
Q577585	Sajazarra
Q578108	Stelios Demetriou
Q578116	Filmfare Award for Best Music Director
Q578163	Héctor Bracamonte
Q578183	Molvízar
Q578345	Mauro Lustrinelli
Q578354	Anundgård
Q578491	Asante Kotoko F.C.
Q578502	Colunga
Q578562	Cristian Fabbiani
Q578673	Aldo Agroppi
Q578804	Bohdalec
Q578908	Tormos
Q578997	Allan Wanga
Q579037	Ruslan Abishov
Q579125	David Amoo
Q5794	Everton F.C.
Q579539	Romuald Peiser
Q579982	Xabier Etxeita
Q580502	Duncan Shearer
Q580574	Neustadt International Prize for Literature
Q580687	George Gebro
Q58091	Stavros Dimas
Q581136	Crelan-Euphony
Q5812	Novak Djokovic
Q581467	Smetanova Lhota
Q581527	Unterdietfurt
Q581631	Lucas Porcar
Q581957	Bjørn Eidsvåg
Q582164	Nik Mrdja
Q582196	Kálmán Kovács
Q582521	Claudio Bieler
Q582531	Bačalky
Q582598	Ascha
Q582808	Liétor
Q58282	William Hague
Q583069	Crafoord Prize
Q583139	Walter Arencibia
Q583263	Percy Rojas
Q583280	Uncastillo
Q58343	Cabrales
Q583438	Robert Axelrod
Q583505	Halfing
Q583571	Alasdair McDonnell
Q583599	FC Wohlen
Q583766	Issoumaila Dao
Q583809	Solicitor General for England and Wales
Q583972	Primetime Emmy Award for Outstanding Directing for a Drama Series
Q583993	Michael Meacher
Q584244	Eduardo Acevedo
Q584296	Yacine Abdessadki
Q584316	Danubio F.C.
Q584538	Oliver Buff
Q584629	FC U Craiova 1948
Q584858	Halmstads BK
Q585058	Rolf Feltscher
Q585320	Varuzhan Akobian
Q585434	Ivo Basay
Q585451	Llanos del Caudillo
Q585510	El Campo de Peñaranda
Q585516	Balázs Tóth
Q585573	Bayerbach
Q585743	Alfredo Mostarda Filho
Q585786	Sebastián Setti
Q585838	Ezequiel Scarione
Q585958	CS Pandurii Târgu Jiu
Q586120	Urrea de Gaén
Q586248	Víctor Hugo Marulanda
Q586415	Eduardo Berizzo
Q586540	Antoine Kohn
Q586787	Hokkaido Consadole Sapporo
Q586944	Espen Ruud
Q587131	Artziniega
Q587329	Hugo Morales
Q587577	Casla
Q587731	Giovanni Pasquale
Q587746	Siret
Q5879	Johann Wolfgang von Goethe
Q587935	Monterrubio de la Serena
Q587985	Anton Amelchenko
Q588439	Lombard-Pápa TFC
Q588783	Ross Aloisi
Q589104	Christian Landu Landu
Q5894560	Hong Kong Film Award for Best Director
Q5897	Cuxhaven district
Q589737	Pedrosa del Príncipe
Q58978	Max Born
Q58979	Wan Rohaimi Wan Ismail
Q589950	Torralba de Oropesa
Q590227	Edward VIII
Q590307	Romano Voltolina
Q590606	Mary Ann Gomes
Q590826	Rory Lamont
Q59105	Gylfi Sigurðsson
Q59108	Kyle Walker
Q591328	Lee Wallace
Q591443	Marko Livaja
Q591508	Christoph Preuß
Q591705	Daniel Fragoso
Q591809	Anton Martin Slomšek
Q592133	Modrá Hůrka
Q592241	G.S. Iraklis Thessalonikis (men's association football)
Q592314	Anton Ondruš
Q592530	Alberto Noguera
Q59255	Sandro Raniere
Q592989	Angelo Iorio
Q593098	Golden Globe Award for Best Actor – Motion Picture Drama
Q593122	Eberhard Janotta
Q5932	Friesland
Q593216	Constantijn Huygens Prize
Q593270	FC Brașov
Q5933766	Hugo Award for Best Professional Magazine
Q593386	Milovice u Hořic
Q593480	Lukas Sinkiewicz
Q593513	Roman Ogaza
Q593617	Maksim Skavysh
Q593895	Motilleja
Q594243	Róbinson Zapata
Q594741	El Catllar
Q594853	Leigh Bromby
Q59490	Serge Gnabry
Q594937	Kojetice
Q594995	Sławomir Chałaśkiewicz
Q595599	Cameron Howieson
Q595606	Carlos Nicola
Q595693	MTV Video Music Award for Best New Artist
Q595794	Peřimov
Q595988	Paseky
Q595998	Locus Award for Best Novel
Q596294	Golden Globe Award for Best Television Series – Musical or Comedy
Q59631	James Collip
Q596555	Stefano Guberti
Q596643	ship launching
Q596705	Els Pallaresos
Q596959	Ben Gordon
Q597015	Barxeta
Q597161	Butch James
Q597250	Botev Plovdiv
Q597357	Eloy Olaya
Q59737	Jan Kochanowski
Q597389	Rokytnice
Q59747	Piotr Parzyszek
Q597909	Phil Goff
Q598045	Antoni Szymanowski
Q598508	Kaizers Orchestra
Q5985726	Iceland national under-19 football team
Q598834	Criciúma Esporte Clube
Q598987	Dévanos
Q599114	Mönsterås
Q599248	Francesco Turrini
Q59962	Club Atlético Belgrano
Q599830	Lozoya
Q60	New York City
Q600039	Miřetice
Q60025	Hannah Arendt
Q600333	Miguel Ángel Nieto
Q600506	Pedro Martín
Q60066	Gerhard Ertl
Q600755	Nigel Quashie
Q601029	Baides
Q6014	Barnaul
Q601460	Frumales
Q601628	Michael Almebäck
Q601723	Netherlands national under-17 football team
Q601797	Antonino Barillà
Q601892	Tomáš Grigar
Q601962	Antonio Filippini
Q602051	Martin Ericsson
Q602087	Sergey Gridin
Q602100	Oleh Mishchenko
Q602299	Golden Raspberry Award for Worst Actor
Q602482	Cienciano
Q602577	Antonio Ježina
Q602639	Yordan Miliev
Q602649	Paweł Oleksy
Q602657	Fuentes de Rubielos
Q602827	Police Tebrau F.C.
Q602838	Křižanov
Q602866	Golden Raspberry Award for Worst Actress
Q602918	Vasalunds IF
Q602923	Anguerny
Q603015	O Rosal
Q603017	Club Juan Aurich
Q603041	Kemal Alomerović
Q603074	Carlos Bellvís
Q603133	Szombathelyi Haladás
Q603199	Vlastec
Q603206	Les Avenières
Q603271	FC Aarau
Q603373	Obora
Q603591	Moravská Nová Ves
Q60360	Martin Harnik
Q603681	Antonio Mirante el flecheiro
Q603720	Rolando Serrano
Q60413	David Harrer
Q604266	Nová Cerekev
Q604286	Barbens
Q604346	Fernando Oliveira De Avila
Q604400	Marvin Leonardo Piñón
Q604581	Club Sporting Cristal
Q604589	Club Olimpia
Q604615	Akmolinsk Oblast
Q604757	Fabrice Fiorèse
Q604842	Otradov
Q604879	Minnesota Twins
Q60495	Flamurtari Vlorë
Q605050	Nestor Combin
Q605135	Ercole Rabitti
Q605232	Linyola
Q605270	Povedilla
Q605273	Pampaneira
Q605280	Nevada
Q60530	Jérémie Bréchet
Q60532	Olivier Blondel
Q605349	Nívar
Q60544	Oka Nikolov
Q60545	Moussa Sissoko
Q605485	Gábor Szilágyi
Q605494	Antonio Tomás
Q60564	Yohann Thuram-Ulien
Q605656	Gèdre
Q605817	Jay-Jay Okocha
Q605877	Villanueva del Rebollar de la Sierra
Q60596	Emmanuel Rivière
Q60609	Mohamed Yattara
Q606095	Hontanaya
Q606107	Tourny
Q606113	Archie Gemmill
Q60614	Sébastien Grax
Q60615	Marcos Roberto Pereira dos Santos
Q606179	Antonio Álvarez Giráldez
Q606210	Querétaro F.C.
Q606707	Carlos Antonio Muñoz Cobo
Q606743	Ian Ashbee
Q607014	Kehinde Fatai
Q607066	Massimo Mutarelli
Q607354	Locus Award for Best Fantasy Novel
Q607434	Canalejas de Peñafiel
Q607623	Tocqueville-sur-Eu
Q60777	Manfred Wörner
Q60785	Ricarda Huch
Q607909	Serhiy Kryvtsov
Q608035	Gonzalo de los Santos
Q608044	Sotés
Q608122	Kayserispor
Q608126	Ladislao Mazurkiewicz
Q60836	Tunay Torun
Q608454	Týniště
Q608600	Susanto Megaranto
Q608620	René Trehkopf
Q608818	Arellano
Q608844	Daniel Noriega
Q60891	Martin Schwarzschild
Q608988	CS Sedan Ardennes
Q609282	Nišovice
Q609317	Karl Ove Knausgård
Q609555	Valacloche
Q609626	Larbi Benbarek
Q609789	Antti Okkonen
Q609827	Limpias
Q609882	Villa de Ves
Q609926	Sportfreunde Siegen
Q610146	Nykvarn
Q61021	San Cristóbal de la Polantera
Q610497	Cristian Leiva
Q610602	Niala Collazo Hidalgo-Gato
Q610818	Mues
Q610867	Danny Fox
Q610874	Avellanosa de Muñó
Q610903	Nebula Award for Best Short Story
Q611013	Vetlanda
Q611116	Lorenzo Crisetig
Q611222	Treviso F.B.C. 1993
Q611235	Fuentes de Carbajal
Q611290	Polícar
Q611298	El Pinar
Q611308	Píñar
Q6114830	Jack Richardson Producer of the Year Award
Q611653	FC Cartagena
Q611672	Larry McMurtry
Q612017	FK Chmel Blšany
Q612058	Leonardo Di Lorenzo
Q612073	Coutinho
Q612172	FK Baník Most
Q6124085	Spain national amateur football team
Q61247	Jan Assmann
Q612626	Anurak Srikerd
Q612708	Luleč
Q612852	Jámison Olave
Q612860	Gad Yaacobi
Q612897	Atilla Koca
Q613388	Armando Carrillo
Q613399	Horní Žandov
Q613401	Szymon Gąsiński
Q613630	Monasterio de la Sierra
Q613659	Mihailo Petrović
Q613832	Mañón
Q614403	Bohutín
Q614617	Aram Hakobyan
Q614975	Arne Larsen Økland
Q614987	Finland national under-21 football team
Q615	Lionel Messi
Q615077	John Healey
Q615081	Villatoya
Q615187	Szabolcs Schindler
Q615723	Mokrovousy
Q615755	Alberite de San Juan
Q615786	Joe Mason
Q615802	Santa Cruz del Comercio
Q615954	CPI FIM
Q615975	Skagway
Q616009	Danilinho
Q616042	Wiktor Moskalenko
Q616169	Jorge Oteiza
Q61617	Creglingen
Q616179	Drahoňův Újezd
Q616257	Ara Hakobyan
Q616288	Cătălin Anghel
Q61629	Uwe Timm
Q61636	Fröhnd
Q61637	Böllen
Q616380	Cúcuta Deportivo
Q61639	Eimeldingen
Q616488	USS Leahy
Q616568	Israel Prize
Q616785	Aceuchal
Q617	Padua
Q617125	Cubel
Q617288	Brian Murphy
Q617326	Undués de Lerda
Q61738	Möglingen
Q617382	Dênis Marques
Q6175	Movistar Team
